Names,Tickers
Craftsman Automation Limited,CRAFTSMAN.BO
Laxmi Organic Industries Limited,LXCHEM.BO
Kalyan Jewellers India Limited,KALYANKJIL.BO
Suryoday Small Finance Bank Limited,SURYODAY.BO
Nazara Technologies Limited,NAZARA.BO
Suvidhaa Infoserve Limited,SUVIDHAA.BO
BARBEQUE-NATION HOSPITALITY LIMITED,BARBEQUE.BO
EKI Energy Services Limited,EKI.BO
Rajeshwari Cans Limited,RCAN.BO
Jetmall Spices and Masala Limited,JETMALL.BO
Macrotech Developers Limited,LODHA.BO
Deep Industries Limited,DEEPINDS.BO
Mirae Asset Mutual Fund,MAFANG.BO
ICICI Prudential Mutual Fund,HEALTHIETF.BO
Inox Wind Energy Limited,IWEL.BO
Vineet Laboratories Limited,VINEETLAB.BO
Shyam Metalics and Energy Limited,SHYAMMETL.BO
Sona BLW Precision Forgings Limited,SONACOMS.BO
Navoday Enterprises Limited,NAVODAYENT.BO
Dodla Dairy Limited,DODLA.BO
Krishna Institute of Medical Sciences Limited,KIMS.BO
Adeshwar Meditex Limited,ADESHWAR.BO
Times Green Energy (India) Limited,TIMESGREEN.BO
India Pesticides Limited,IPL.BO
Focus Business Solution Limited,FOCUS.BO
G R Infraprojects Limited,GRINFRA.BO
Clean Science and Technology Limited,CLEAN.BO
AA Plus Tradelink Limited,AAPLUSTRAD.BO
Zomato Limited,ZOMATO.BO
Tatva Chintan Pharma Chem Limited,TATVA.BO
Glenmark Life Sciences Limited,GLS.BO
Mirae Asset Mutual Fund,BFSI.BO
Gretex Corporate Services Limited,GCSL.BO
Rolex Rings Limited,ROLEXRINGS.BO
ICICI Prudential Mutual Fund,FMCGIETF.BO
Exxaro Tiles Limited,EXXARO.BO
Krsnaa Diagnostics Limited,KRSNAA.BO
Windlas Biotech Limited,WINDLAS.BO
Devyani International Limited,DEVYANI.BO
Meghmani Organics Limited,MOL.BO
Epigral Limited,EPIGRAL.BO
CarTrade Tech Limited,CARTRADE.BO
Nuvoco Vistas Corporation Limited,NUVOCO.BO
Aptus Value Housing Finance India Limited,APTUS.BO
Chemplast Sanmar Limited,CHEMPLASTS.BO
SHARPLINE BROADCAST LIMITED,SHARPLINE.BO
Aashka Hospitals Limited,AASHKA.BO
Axis Mutual Fund,AXISTECETF.BO
Axis Mutual Fund,AXISHETF.BO
Ami Organics Limited,AMIORG.BO
Vijaya Diagnostic Centre Limited,VIJAYA.BO
PlatinumOne Business Services Limited,POBS.BO
Axis Mutual Fund,AXISCETF.BO
Sansera Engineering Limited,SANSERA.BO
Prevest Denpro Limited,PREVEST.BO
Markolines Pavement Technologies Limited,MARKOLINES.BO
Mirae Asset Mutual Fund,MASPTOP50.BO
SBL Infratech Limited,SBLI.BO
Paras Defence and Space Technologies Limited,PARAS.BO
Getalong Enterprise Limited,GETALONG.BO
Shri Venkatesh Refineries Limited,SVRL.BO
Aditya Birla Sun Life AMC Limited,ABSLAMC.BO
Promax Power Limited,PROMAX.BO
Samor Reality Limited,SAMOR.BO
Adishakti Loha and Ispat Limited,ADISHAKTI.BO
ICICI Prudential Mutual Fund,CONSUMIETF.BO
FSN E-Commerce Ventures Limited,NYKAA.BO
Fino Payments Bank Limited,FINOPB.BO
S.J.S. Enterprises Limited,SJS.BO
DSP Mutual Fund,DSPNEWETF.BO
Sigachi Industries Limited,SIGACHI.BO
PB Fintech Limited,POLICYBZR.BO
Suyog Gurbaxani Funicular Ropeways Limited,SGFRL.BO
One 97 Communications Limited,PAYTM.BO
Sapphire Foods India Limited,SAPPHIRE.BO
Latent View Analytics Limited,LATENTVIEW.BO
Tarsons Products Limited,TARSONS.BO
Omnipotent Industries Limited,OMNIPOTENT.BO
Go Fashion (India) Limited,GOCOLORS.BO
DMR Hydroengineering & Infrastructures Limited,DMR.BO
HI-TECH PIPES LIMITED,HITECH.BO
Star Health and Allied Insurance Company Limited,STARHEALTH.BO
Tega Industries Limited,TEGA.BO
Mirae Asset Mutual Fund,MAHKTECH.BO
Anand Rathi Wealth Limited,ANANDRATHI.BO
Zodiac Energy Limited,ZODIAC.BO
RateGain Travel Technologies Limited,RATEGAIN.BO
Shriram Properties Limited,SHRIRAMPPS.BO
Jet Freight Logistics Limited,JETFREIGHT.BO
C.E. Info Systems Limited,MAPMYINDIA.BO
Metro Brands Limited,METROBRAND.BO
Medplus Health Services Limited,MEDPLUS.BO
Data Patterns (India) Limited,DATAPATTNS.BO
HP Adhesives Limited,HPAL.BO
Supriya Lifescience Limited,SUPRIYA.BO
CLARA INDUSTRIES LIMITED,CLARA.BO
Motilal Oswal Mutual Fund,MONQ50.BO
DSP Mutual Fund,DSPQ50ETF.BO
Brandbucket Media & Technology Limited,BRANDBUCKT.BO
DSP Mutual Fund,DSPN50ETF.BO
CMS Info Systems Limited,CMSINFO.BO
Brand Concepts Limited,BCONCEPTS.BO
Fabino Life Sciences Limited,FABINO.BO
WONDER ELECTRICALS LIMITED,WEL.BO
ICICI Prudential Mutual Fund,AUTOIETF.BO
AGS TRANSACT TECHNOLOGIES LIMITED,AGSTRA.BO
ALKOSIGN LIMITED,ALKOSIGN.BO
Mirae Asset Mutual Fund,MAKEINDIA.BO
Adani Wilmar Limited,AWL.BO
Quality RO Industries Limited,QRIL.BO
Safa Systems & Technologies Limited,SSTL.BO
DEV INFORMATION TECHNOLOGY LIMITED,DEVIT.BO
Vedant Fashions Limited,MANYAVAR.BO
Maruti Interior Products Limited,SPITZE.BO
Motilal Oswal Mutual Fund,MOMOMENTUM.BO
SoftTech Engineers Limited,SOFTTECH.BO
Aditya Birla Sun Life Mutual Fund,TECH.BO
Aditya Birla Sun Life Mutual Fund,HEALTHY.BO
Aditya Birla Sun Life Mutual Fund,BSLNIFTY.BO
Ekennis Software Service Limited,EKENNIS.BO
Mirae Asset Mutual Fund,MIDCAPETF.BO
Eureka Forbes Limited,EUREKAFORBE.BO
Gateway Distriparks Limited,GATEWAY.BO
GMR Power and Urban Infra Limited,GMRP&UI.BO
Bhatia Colour Chem Limited,BCCL.BO
Motherson Sumi Wiring India Limited,MSUMI.BO
Achyut Healthcare Limited,ACHYUT.BO
Evoq Remedies Limited,EVOQ.BO
Motilal Oswal Mutual Fund,MOLOWVOL.BO
Avro India Limited,AVROIND.BO
Uma Exports Limited,UMAEXPORTS.BO
Veranda Learning Solutions Limited,VERANDA.BO
Sunrise Efficient Marketing Limited,SEML.BO
DHYAANI TILE AND MARBLEZ LIMITED,DHYAANI.BO
Hariom Pipe Industries Limited,HARIOMPIPE.BO
Eighty Jewellers Limited,EIGHTY.BO
Shashwat Furnishing Solutions Limited,SFSL.BO
Global Longlife Hospital and Research Limited,GLHRL.BO
Fone4 Communications (India) Limited,FONE4.BO
Nanavati Ventures Limited,NVENTURES.BO
Campus Activewear Limited,CAMPUS.BO
Rainbow Children's Medicare Limited,RAINBOW.BO
Silver Touch Technologies Limited,SILVERTUC.BO
LIFE INSURANCE CORPORATION OF INDIA,LICI.BO
Prudent Corporate Advisory Services Limited,PRUDENT.BO
Venus Pipes & Tubes Limited,VENUSPIPES.BO
Delhivery Limited,DELHIVERY.BO
Paradeep Phosphates Limited,PARADEEP.BO
Tierra Agrotech Limited,TIERRA.BO
ETHOS LIMITED,ETHOSLTD.BO
eMudhra Limited,EMUDHRA.BO
Aether Industries Limited,AETHER.BO
We Win Limited,WEWIN.BO
Silver Pearl Hospitality & Luxury Spaces Limited,SILVERPRL.BO
Scarnose International Limited,SCARNOSE.BO
Goel Food Products Limited,GOEL.BO
MODI’S NAVNIRMAN LIMITED,MODIS.BO
Pearl Green Clubs and Resorts Limited,PGCRL.BO
SAILANI TOURS N TRAVELS LIMITED,SAILANI.BO
KESAR INDIA LIMITED,KESAR.BO
B-RIGHT REALESTATE LIMITED,BRRL.BO
JAYANT INFRATECH LIMITED,JAYANT.BO
Veerkrupa Jewellers Limited,VEERKRUPA.BO
HEALTHY LIFE AGRITEC LIMITED,HEALTHYLIFE.BO
DDEV PLASTIKS INDUSTRIES LIMITED,DDEVPLASTIK.BO
Motilal Oswal Mutual Fund,MOHEALTH.BO
ICICI Prudential Mutual Fund,MOM30IETF.BO
HDFC Mutual Fund,HDFCNIF100.BO
HDFC Mutual Fund,HDFCNEXT50.BO
ICICI Prudential Mutual Fund,INFRAIETF.BO
Syrma SGS Technology Limited,SYRMA.BO
Aditya Birla Sun Life Mutual Fund,NIFTYQLITY.BO
Aditya Birla Sun Life Mutual Fund,MOMENTUM.BO
Motilal Oswal Mutual Fund,MOVALUE.BO
Motilal Oswal Mutual Fund,MOQUALITY.BO
Olatech Solutions Limited,OLATECH.BO
NATURO INDIABULL LIMITED,NATURO.BO
Rhetan TMT Limited,RHETAN.BO
DREAMFOLKS SERVICES LIMITED,DREAMFOLKS.BO
Dhampur Bio Organics Limited,DBOL.BO
DIPNA PHARMACHEM LIMITED,DPL.BO
EP BIOCOMPOSITES LIMITED,EPBIO.BO
Tamilnad Mercantile Bank Limited,TMB.BO
Virtuoso Optoelectronics Limited,VOEPL.BO
SHANTIDOOT INFRA SERVICES LIMITED,SISL.BO
Ksolves India Limited,KSOLVES.BO
Harsha Engineers International Limited,HARSHA.BO
HDFC Mutual Fund,HDFCQUAL.BO
CONTAINE TECHNOLOGIES LIMITED,CONTAINE.BO
HDFC Mutual Fund,HDFCGROWTH.BO
HDFC Mutual Fund,HDFCVALUE.BO
MAFIA TRENDS LIMITED,MAFIA.BO
Tips Films Limited,TIPSFILMS.BO
SILICON RENTAL SOLUTIONS LIMITED,SRSOLTD.BO
Trident Lifeline Limited,TLL.BO
REETECH INTERNATIONAL CARGO AND COURIER LIMITED,REETECH.BO
Cargotrans Maritime Limited,CARGOTRANS.BO
Concord Control Systems Limited,CNCRD.BO
INSOLATION ENERGY LIMITED,INA.BO
Cargosol Logistics Limited,CARGOSOL.BO
STEELMAN TELECOM LIMITED,STML.BO
VEDANT ASSET LIMITED,VEDANTASSET.BO
MAAGH ADVERTISING AND MARKETING SERVICES LIMITED,MAAGHADV.BO
SecUR Credentials Limited,SECURCRED.BO
Electronics Mart India Limited,EMIL.BO
HDFC Mutual Fund,HDFCLOWVOL.BO
HDFC Mutual Fund,HDFCMOMENT.BO
PIRAMAL PHARMA LIMITED,PPLPHARMA.BO
Dc Infotech and Communication Limited,DCI.BO
PACE E-COMMERCE VENTURES LIMITED,PACE.BO
Tracxn Technologies Limited,TRACXN.BO
Narmada Agrobase Limited,NARMADA.BO
InfoBeans Technologies Limited,INFOBEAN.BO
HINDPRAKASH INDUSTRIES LIMITED,HPIL.BO
DCX Systems Limited,DCXINDIA.BO
DAPS ADVERTISING LIMITED,DAPS.BO
Fusion Micro Finance Limited,FUSION.BO
Bikaji Foods International Limited,BIKAJI.BO
Global Health Limited,MEDANTA.BO
Technopack Polymers Limited,TECHNOPACK.BO
Archean Chemical Industries Limited,ACI.BO
Five-Star Business Finance Ltd.,FIVESTAR.BO
KAYNES TECHNOLOGY INDIA LIMITED,KAYNES.BO
HDFC Mutual Fund,HDFCNIFIT.BO
HDFC Mutual Fund,HDFCPVTBAN.BO
INOX GREEN ENERGY SERVICES LIMITED,INOXGREEN.BO
B&B Triplewall Containers Limited,BBTCL.BO
Keystone Realtors Limited,RUSTOMJEE.BO
VINNY OVERSEAS LIMITED,VINNY.BO
AAA TECHNOLOGIES LIMITED,AAATECH.BO
ICICI Prudential Mutual Fund,FINIETF.BO
AMBO AGRITEC LIMITED,AMBOAGRI.BO
Sirca Paints India Limited,SIRCA.BO
Dharmaj Crop Guard Limited,DHARMAJ.BO
Sarveshwar Foods Limited,SARVESHWAR.BO
Uniparts India Limited,UNIPARTS.BO
PNGS GARGI FASHION JEWELLERY LIMITED,GARGI.BO
ICICI Prudential Mutual Fund,COMMOIETF.BO
Sula Vineyards Limited,SULA.BO
Abans Holdings Limited,AHL.BO
Droneacharya Aerial Innovations Limited,DRONACHRYA.BO
LANDMARK CARS LIMITED,LANDMARK.BO
Indiabulls Enterprises Limited,IEL.BO
KFin Technologies Limited,KFINTECH.BO
Elin Electronics Limited,ELIN.BO
Radiant Cash Management Services Limited,RADIANTCMS.BO
Aveer Foods Limited,AVEER.BO
DSP Mutual Fund,DSPBANKETF.BO
Sah Polymers Limited,SAH.BO
Rex Sealing and Packing Industries Limited,REXSEAL.BO
SVS VENTURES LIMITED,SVS.BO
Eastern Logica Infoway Limited,ELIL.BO
Kamdhenu Ventures Limited,KAMOPAINTS.BO
Aarti Pharmalabs Limited,AARTIPHARM.BO
DHARNI CAPITAL SERVICES LIMITED,DHARNI.BO
TRANSVOY LOGISTICS INDIA LIMITED,TRANSVOY.BO
Earthstahl & Alloys Limited,EARTH.BO
Ashika Credit Capital Ltd.,ASHIKA.BO
BODHI TREE MULTIMEDIA LIMITED,BTML.BO
NMDC Steel Limited,NSLNISP.BO
INDONG TEA COMPANY LIMITED,INDONG.BO
HDFC Mutual Fund,HDFCBSE500.BO
HDFC Mutual Fund,HDFCSML250.BO
HDFC Mutual Fund,HDFCMID150.BO
Sealmatic India Limited,SEALMATIC.BO
Macfos Limited,ROBU.BO
Patron Exim Limited,PATRON.BO
S.V.J.ENTERPRISES LIMITED,SVJ.BO
AMANAYA VENTURES LIMITED,AMANAYA.BO
RESGEN LIMITED,RESGEN.BO
ITCONS E-Solutions Limited,ITCONS.BO
AIRAN LIMITED,AIRAN.BO
DIVGI TORQTRANSFER SYSTEMS LIMITED,DIVGIITTS.BO
Prospect Commodities Limited,PCL.BO
ICICI Prudential Mutual Fund,PSUBNKIETF.BO
SUDARSHAN PHARMA INDUSTRIES LIMITED,SUDARSHAN.BO
Global Surfaces Limited,GSLSU.BO
LABELKRAFT TECHNOLOGIES LIMITED,LABELKRAFT.BO
Bright Outdoor Media Limited,BRIGHT.BO
Command Polymers Limited,COMMAND.BO
Dev Labtech Venture Limited,DEVLAB.BO
Axis Mutual Fund,AXISPEGP.BO
Mirae Asset Mutual Fund,LOWVOL.BO
J.A. Finance Limited,JAFINANCE.BO
Udayshivakumar infra Limited,USK.BO
Maiden Forgings Limited,MAIDEN.BO
Exhicon Events Media Solutions Limited,EXHICON.BO
Avalon Technologies Limited,AVALON.BO
Sancode Technologies Limited,SANCODE.BO
BEML Land Assets Limited,BLAL.BO
ROBUST HOTELS LIMITED,RHL.BO
Retina Paints Limited,RETINA.BO
Mankind Pharma Limited,MANKIND.BO
INNOKAIZ INDIA LIMITED,INNOKAIZ.BO
AVG Logistics Limited,AVG.BO
Atal Realtech Limited,ATALREAL.BO
Power & Instrumentation (Gujarat) Limited,PIGL.BO
Swati Projects Limited,SWATIPRO.BO
Pavna Industries Limited,PAVNAIND.BO
Hemant Surgical Industries Limited,HSIL.BO
SIGMA SOLVE LIMITED,SIGMA.BO
GHCL Textiles Limited,GHCLTEXTIL.BO
M.K.Proteins Limited,MKPL.BO
CFF FLUID CONTROL LIMITED,CFF.BO
Comrade Appliances Limited,COMRADE.BO
IKIO Lighting Limited,IKIO.BO
Sonalis Consumer Products Limited,SONALIS.BO
Bizotic Commercial Limited,BIZOTIC.BO
Asian Warehousing Limited,ASIAN.BO
Cosmic CRF Limited,COSMICCRF.BO
HMA Agro Industries Limited,HMAAGRO.BO
URAVI T AND WEDGE LAMPS LIMITED,URAVI.BO
VEEFIN SOLUTIONS LIMITED,VEEFIN.BO
IDEAFORGE TECHNOLOGY LIMITED,IDEAFORGE.BO
Cyient DLM Limited,CYIENTDLM.BO
Machhar Industries Limited,MACIND.BO
DSP Mutual Fund,DSPITETF.BO
Senco Gold Limited,SENCO.BO
ALPHALOGIC INDUSTRIES LIMITED,ALPHAIND.BO
ACCELERATEBS INDIA LIMITED,ACCELERATE.BO
Kaka Industries Limited,KAKA.BO
Jio Financial Services Limited,JIOFIN.BO
AHASOLAR TECHNOLOGIES LIMITED,AHASOLAR.BO
UTKARSH SMALL FINANCE BANK LIMITED,UTKARSHBNK.BO
ASARFI HOSPITAL LIMITED,ASARFI.BO
Mirae Asset Mutual Fund,BANKETF.BO
NETWEB TECHNOLOGIES INDIA LIMITED,NETWEB.BO
DSP Mutual Fund,DSPSENXETF.BO
DSP Mutual Fund,DSPPSBKETF.BO
DSP Mutual Fund,DSPPVBKETF.BO
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,YATHARTH.BO
Innovatus Entertainment Networks Limited,INNOVATUS.BO
NIIT Learning Systems Limited,NIITMTS.BO
Khazanchi Jewellers Limited,KHAZANCHI.BO
Allcargo Terminals Limited,ATL.BO
Transindia Real Estate Limited,TREL.BO
ICICI Prudential Mutual Fund,QUAL30IETF.BO
REDTAPE Limited,REDTAPE.BO
VL E-Governance & IT Solutions Limited,VLEGOV.BO
SBFC Finance Limited,SBFC.BO
Concord Biotech Limited,CONCORDBIO.BO
D.P. WIRES LIMITED,DPWIRES.BO
SHELTER PHARMA LIMITED,SHELTER.BO
TVS Supply Chain Solutions Limited,TVSSCS.BO
Pyramid Technoplast Limited,PYRAMID.BO
Shoora Designs Limited,SHOORA.BO
Bondada Engineering Limited,BONDADA.BO
Aeroflex Industries Limited,AEROFLEX.BO
VISHNU PRAKASH R PUNGLIA LIMITED,VPRPL.BO
UTI Mutual Fund,NIFMID150.BO
Shradha AI Technologies Limited,SHRAAITECH.BO
Rishabh Instruments Limited,RISHABH.BO
Ratnaveer Precision Engineering Limited,RATNAVEER.BO
Kahan Packaging Limited,KAHAN.BO
Jupiter Life Line Hospitals Limited,JLHL.BO
R R KABEL LIMITED,RRKABEL.BO
Meson Valves India Limited,MESON.BO
EMS LIMITED,EMSLIMITED.BO
Samhi Hotels Limited,SAMHI.BO
ZAGGLE PREPAID OCEAN SERVICES LIMITED,ZAGGLE.BO
South West Pinnacle Exploration Limited,SOUTHWEST.BO
Navi Mutual Fund,NAVINIFTY.BO
Nuvama Wealth Management Limited,NUVAMA.BO
Sai Silks (Kalamandir) Limited,KALAMANDIR.BO
SIGNATUREGLOBAL (INDIA) LIMITED,SIGNATURE.BO
TECHKNOWGREEN SOLUTIONS LIMITED,TECHKGREEN.BO
YATRA ONLINE LIMITED,YATRA.BO
ARCL Organics Ltd,ARCL.BO
JSW Infrastructure Limited,JSWINFRA.BO
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,MVGJL.BO
Updater Services Limited,UDS.BO
ORGANIC RECYCLING SYSTEMS LIMITED,ORGANICREC.BO
Valiant Laboratories Limited,VALIANTLAB.BO
Mirae Asset Mutual Fund,SENSEXETF.BO
CITY CROPS AGRO LIMITED,CCAL.BO
Sunita Tools Limited,SUNITATOOL.BO
Vivaa Tradecom Limited,VIVAA.BO
Plaza Wires Limited,PLAZACABLE.BO
IRM ENERGY LIMITED,IRMENERGY.BO
Mirae Asset Mutual Fund,ITETF.BO
Mirae Asset Mutual Fund,ALPHAETF.BO
Max Estates Limited,MAXESTATES.BO
Blue Jet Healthcare Limited,BLUEJET.BO
Vrundavan Plantation Limited,VPL.BO
Cello World Limited,CELLO.BO
KK Shah Hospitals Limited,KKSHL.BO
Honasa Consumer Limited,HONASA.BO
Mish Designs Limited,MISHDESIGN.BO
ESAF Small Finance Bank Ltd,ESAFSFB.BO
Protean eGov Technologies Limited,PROTEAN.BO
ASK Automotive Limited,ASKAUTOLTD.BO
Kalyani Cast-Tech Limited,KALYANI.BO
 Arrowhead Seperation Engineering Limited,ARROWHEAD.BO
Indian Renewable Energy Development Agency Limited,IREDA.BO
Fedbank Financial Services Limited,FEDFINA.BO
Tata Technologies Limited,TATATECH.BO
Gandhar Oil Refinery (India) Limited,GANDHAR.BO
Flair Writing Industries Limited,FLAIR.BO
Swashthik Plascon Limited,SPL.BO
DEEPAK CHEMTEX LIMITED,DEEPAKCHEM.BO
Amic Forging Limited,AMIC.BO
Bajel Projects Limited,BAJEL.BO
India Shelter Finance Corporation Limited,INDIASHLTR.BO
DOMS Industries Limited,DOMS.BO
INOX India Limited,INOXINDIA.BO
Siyaram Recycling Industries Limited,SIYARAM.BO
Benchmark Computer Solutions Limited,BENCHMARK.BO
Motisons Jewellers Limited,MOTISONS.BO
Suraj Estate Developers Limited,SURAJEST.BO
Muthoot Microfin Limited,MUTHOOTMF.BO
Sahara Maritime Limited,SMARITIME.BO
Happy Forgings Limited,HAPPYFORGE.BO
Credo Brands Marketing Limited,MUFTI.BO
SHANTI SPINTEX LIMITED,SHANTIDENM.BO
RBZ Jewellers Limited,RBZJEWEL.BO
Azad Engineering Limited,AZAD.BO
SUNDARAM-CLAYTON LIMITED,SUNCLAY.BO
INNOVA CAPTAB LIMITED,INNOVACAP.BO
AIK Pipes and Polymers Limited,AIKPIPES.BO
Manoj Ceramic Limited,MCPL.BO
Shri Balaji Valve Components Limited,SBVCL.BO
DIGIDRIVE DISTRIBUTORS LIMITED,DIGIDRIVE.BO
ICICI Prudential Mutual Fund,SENSEXIETF.BO
Tata Motors Ltd.,TATAMTRDVR.BO
Future Enterprises Limited,FELDVR.BO
"Jain Irrigation Systems Ltd.,",JISLDVREQS.BO
GACM Technologies Limited,GATECHDVR.BO
Karur Vysya Bank Ltd.,KARURVYSYA.BO
Tide Water Oil (India) Ltd.,TIDEWATER.BO
Amrutanjan Health Care Limited,AMRUTANJAN.BO
Xpro India Ltd.,XPROINDIA.BO
Hisar Metal Industries Ltd.,HISARMETAL.BO
Bharat Rasayan Limited,BHARATRAS.BO
Eastern Silk Industries Limited,EASTSILK.BO
Fertilizers and Chemicals Travancore Limited,FACT.BO
Ginni Filaments Ltd.,GINNIFILA.BO
Southern Petrochemical Industries Corporation Limited,SPIC.BO
De Nora India Limited,DENORA.BO
KAVERI TELECOM PRODUCTS LTD.,KAVVERITEL.BO
Saksoft Limited,SAKSOFT.BO
Salona Cotspin Ltd.,SALONA.BO
EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,EQUIPPP.BO
The Andhra Sugars Ltd.,ANDHRSUGAR.BO
INDIA MOTOR PARTS & ACCESSORIES LTD,IMPAL.BO
K.C.P. LTD,KCP.BO
Khaitan (India) Ltd.,KHAITANLTD.BO
RADAAN MEDIAWORKS (I) LIMITED,RADAAN.BO
SUNDARAM FINANCE LTD,SUNDARMFIN.BO
SUNDARAM BRAKE LININGS LTD,SUNDRMBRAK.BO
WHEELS INDIA LTD,WHEELS.BO
Lambodhara Textiles Ltd.,LAMBODHARA.BO
Maithan Alloys Limited,MAITHANALL.BO
Orissa Minerals Development Company Limited,ORISSAMINE.BO
Reliance Mutual Fund-Permitted,NIFTYBEES.BO
Reliance Mutual Fund-Permitted,JUNIORBEES.BO
Reliance Mutual Fund-Permitted,BANKBEES.BO
Kotak Mahindra Mutual Fund - Permitted,KOTAKPSUBK.BO
Reliance Mutual Fund-Permitted,PSUBNKBEES.BO
Reliance Mutual Fund-Permitted,SHARIABEES.BO
Quantum Asset Management Co. Pvt. Ltd.,QNIFTY.BO
Motilal Oswal Mutual Fund-Permitted,MOM50.BO
Madras Fertilizers Ltd,MADRASFERT.BO
Kotak Mahindra Mutual Fund - Permitted,KOTAKBKETF.BO
SBI Mutual Fund-Permitted,SETFNIFBK.BO
SBI Mutual Fund-Permitted,SETFNIF50.BO
La Tim Metal & Industries Limited,LATIM-RE.BO
Has Lifestyle Limited,HASJUICE.BO
Web Element Solutions Limited,WEBSL.BO
Adhiraj Distributors Limited,ADHIRAJ.BO
20 Microns Limited,20MICRONS.NS
21st Century Management Services Limited,21STCENMGM.NS
360 ONE WAM LIMITED,360ONE.NS
3i Infotech Limited,3IINFOLTD.NS
3M India Limited,3MINDIA.NS
3P Land Holdings Limited,3PLAND.NS
5Paisa Capital Limited,5PAISA.NS
63 moons technologies limited,63MOONS.NS
A2Z Infra Engineering Limited,A2ZINFRA.NS
AAA Technologies Limited,AAATECH.NS
Aakash Exploration Services Limited,AAKASH.NS
Aarey Drugs & Pharmaceuticals Limited,AAREYDRUGS.NS
Aaron Industries Limited,AARON.NS
Aartech Solonics Limited,AARTECH.NS
Aarti Drugs Limited,AARTIDRUGS.NS
Aarti Industries Limited,AARTIIND.NS
Aarti Pharmalabs Limited,AARTIPHARM.NS
Aarti Surfactants Limited,AARTISURF.NS
Aarvee Denims & Exports Limited,AARVEEDEN.NS
Aarvi Encon Limited,AARVI.NS
Aavas Financiers Limited,AAVAS.NS
Aban Offshore Limited,ABAN.NS
ABB India Limited,ABB.NS
Abbott India Limited,ABBOTINDIA.NS
Aditya Birla Capital Limited,ABCAPITAL.NS
Aditya Birla Fashion and Retail Limited,ABFRL.NS
ABM International Limited,ABMINTLLTD.NS
Aditya Birla Sun Life AMC Limited,ABSLAMC.NS
ACC Limited,ACC.NS
Accelya Solutions India Limited,ACCELYA.NS
Accuracy Shipping Limited,ACCURACY.NS
Action Construction Equipment Limited,ACE.NS
Ace Integrated Solutions Limited,ACEINTEG.NS
Archean Chemical Industries Limited,ACI.NS
Andhra Cements Limited,ACL.NS
Allcargo Gati Limited,ACLGATI.NS
Adani Energy Solutions Limited,ADANIENSOL.NS
Adani Enterprises Limited,ADANIENT.NS
Adani Green Energy Limited,ADANIGREEN.NS
Adani Ports and Special Economic Zone Limited,ADANIPORTS.NS
Adani Power Limited,ADANIPOWER.NS
ADF Foods Limited,ADFFOODS.NS
Archidply Decor Limited,ADL.NS
Ador Welding Limited,ADORWELD.NS
Adroit Infotech Limited,ADROITINFO.NS
Allied Digital Services Limited,ADSL.NS
Advani Hotels & Resorts (India) Limited,ADVANIHOTR.NS
Advanced Enzyme Technologies Limited,ADVENZYMES.NS
Aegis Logistics Limited,AEGISCHEM.NS
Aeroflex Industries Limited,AEROFLEX.NS
Aether Industries Limited,AETHER.NS
Affle (India) Limited,AFFLE.NS
Agarwal Industrial Corporation Limited,AGARIND.NS
AGI Greenpac Limited,AGI.NS
Agri-Tech (India) Limited,AGRITECH.NS
Agro Phos India Limited,AGROPHOS.NS
AGS Transact Technologies Limited,AGSTRA.NS
Abans Holdings Limited,AHL.NS
Ahlada Engineers Limited,AHLADA.NS
Asian Hotels (East) Limited,AHLEAST.NS
Ahluwalia Contracts (India) Limited,AHLUCONT.NS
AIA Engineering Limited,AIAENG.NS
Airan Limited,AIRAN.NS
Airo Lam limited,AIROLAM.NS
Ajanta Pharma Limited,AJANTPHARM.NS
Ajmera Realty & Infra India Limited,AJMERA.NS
Ajooni Biotech Limited,AJOONI.NS
Akash Infra-Projects Limited,AKASH.NS
Akg Exim Limited,AKG.NS
AKI India Limited,AKI.NS
Akshar Spintex Limited,AKSHAR.NS
AksharChem India Limited,AKSHARCHEM.NS
Aksh Optifibre Limited,AKSHOPTFBR.NS
Akzo Nobel India Limited,AKZOINDIA.NS
Alankit Limited,ALANKIT.NS
Albert David Limited,ALBERTDAVD.NS
Alembic Limited,ALEMBICLTD.NS
Alicon Castalloy Limited,ALICON.NS
Alkali Metals Limited,ALKALI.NS
Alkem Laboratories Limited,ALKEM.NS
Alkyl Amines Chemicals Limited,ALKYLAMINE.NS
Allcargo Logistics Limited,ALLCARGO.NS
Allsec Technologies Limited,ALLSEC.NS
Almondz Global Securities Limited,ALMONDZ.NS
Alok Industries Limited,ALOKINDS.NS
Alpa Laboratories Limited,ALPA.NS
Alphageo (India) Limited,ALPHAGEO.NS
Alps Industries Limited,ALPSINDUS.NS
Amber Enterprises India Limited,AMBER.NS
Ambica Agarbathies & Aroma industries Limited,AMBICAAGAR.NS
Ambika Cotton Mills Limited,AMBIKCO.NS
Ambuja Cements Limited,AMBUJACEM.NS
AMD Industries Limited,AMDIND.NS
Ami Organics Limited,AMIORG.NS
Amj Land Holdings Limited,AMJLAND.NS
Amines & Plasticizers Limited,AMNPLST.NS
Amrutanjan Health Care Limited,AMRUTANJAN.NS
Anand Rathi Wealth Limited,ANANDRATHI.NS
Anant Raj Limited,ANANTRAJ.NS
